('the', 'DET')43627
('on', 'PART')319
('meantime', 'NOUN')7
('accept', 'VERB')52
('gifts', 'NOUN')8
('donations', 'NOUN')1
('site', 'NOUN')49
('revision', 'NOUN')8
('louis', 'NOUN')31
('crump', 'NOUN')1
('saba', 'NOUN')1
('aid', 'VERB')10
('17,000', 'NUM')1
('retailers', 'NOUN')4
('pay', 'VERB')83
('group', 'NOUN')230
('miscellaneous', 'ADJ')7
('excise', 'NOUN')3
('taxes', 'NOUN')35
('eliminating', 'VERB')12
('requirement', 'NOUN')18
('return', 'NOUN')75
('notarized', 'VERB')1
('instead', 'ADV')111
('certificate', 'NOUN')3
('correctness', 'NOUN')3
('violation', 'NOUN')8
('penalty', 'NOUN')8
('plus', 'CONJ')32
('$1,000', 'NOUN')10
('fine', 'NOUN')5
('series', 'NOUN')90
('league', 'NOUN')54
('aikin', 'NOUN')1
('paris', 'NOUN')44
('relieve', 'VERB')8
('real', 'ADJ')151
('estate', 'NOUN')35
('brokers', 'NOUN')4
('own', 'ADJ')465
('annual', 'ADJ')58
('licensing', 'VERB')4
('fee', 'NOUN')8
('$12', 'NOUN')1
('license', 'NOUN')26
('natural', 'ADJ')103
('gas', 'NOUN')77
('utility', 'NOUN')20
('right', 'NOUN')129
('eminent', 'ADJ')6
('domain', 'NOUN')6
('frank', 'NOUN')37
('owen', 'NOUN')3
('3', 'NUM')167
('acquire', 'VERB')15
('sites', 'NOUN')14
('underground', 'ADJ')9
('storage', 'NOUN')26
('reservoirs', 'NOUN')2
('marshall', 'NOUN')8
('formby', 'NOUN')1
('plainview', 'NOUN')1
('commission', 'NOUN')79
('suggested', 'VERB')68
('fill', 'VERB')36
('vacancies', 'NOUN')1
('need', 'NOUN')109
('costly', 'ADJ')13
('elections', 'NOUN')4
("formby's", 'NOUN')1
('appointee', 'NOUN')1
('selected', 'VERB')41
('composed', 'VERB')25
('lieutenant', 'NOUN')19
('general', 'NOUN')41
('chief', 'ADJ')46
('justice', 'NOUN')60
('supreme', 'ADJ')33
('representatives', 'NOUN')26
('decided', 'VERB')88
('taking', 'VERB')105
('poll', 'NOUN')8
('kind', 'NOUN')203
('texans', 'NOUN')9
('prefer', 'VERB')18
('adverse', 'ADJ')7
('81', 'NUM')2
('65', 'NUM')10
('kept', 'VERB')119
('affairs', 'NOUN')61
('order', 'VERB')10
('referendum', 'NOUN')1
('april', 'NOUN')39
('4', 'NUM')135
('votes', 'VERB')1
('u.s.', 'NOUN')116
('senator', 'NOUN')23
('wesley', 'NOUN')1
('roberts', 'NOUN')6
('seminole', 'NOUN')1
('idea', 'NOUN')130
('further', 'ADJ')68
('delay', 'NOUN')5
('kill', 'VERB')34
('west', 'ADJ')70
('texan', 'NOUN')3
('reported', 'VERB')72
('gotten', 'VERB')11
('hollowell', 'NOUN')1
('feb.', 'NOUN')14
('22', 'NUM')26
('final', 'ADJ')84
('legislative', 'ADJ')26
('two-thirds', 'NOUN')5
('majorities', 'NOUN')2
('printed', 'VERB')22
('opponents', 'NOUN')7
("couldn't", 'MODAL')85
('information', 'NOUN')166
('proposals', 'NOUN')17
('intelligent', 'ADJ')15
('choice', 'NOUN')68
('except', 'IN')108
('absent', 'ADJ')19
('paradise', 'NOUN')10
('lost', 'VERB')98
('alleged', 'VERB')3
('water', 'NOUN')296
('needs', 'NOUN')58
("texas'", 'NOUN')3
('big', 'ADJ')218
('cotten', 'NOUN')4
('weatherford', 'NOUN')2
('insisted', 'VERB')22
('development', 'NOUN')219
('effort', 'NOUN')94
('fort', 'NOUN')20
('cover', 'VERB')37
('places', 'NOUN')66
('wise', 'NOUN')2
('hamlet', 'NOUN')6
('250', 'NUM')8
('shouting', 'NOUN')2
('ended', 'VERB')34
('114', 'NUM')3
('sending', 'VERB')16
('sponsored', 'VERB')19
('increase', 'VERB')45
('$5,000,000', 'NOUN')3
('$15,000,000', 'NOUN')1
('maximum', 'ADJ')48
('loan', 'NOUN')38
('could', 'MODAL')969
('project', 'NOUN')51
('construed', 'VERB')4
('large', 'ADJ')245
('felt', 'VERB')211
('better', 'VERB')3
('spent', 'VERB')64
('providing', 'VERB')36
('statements', 'NOUN')44
('paying', 'VERB')19
('benefit', 'VERB')14
('pending', 'ADJ')5
('sway', 'VERB')1
("cotten's", 'NOUN')1
('attack', 'NOUN')46
("bill's", 'NOUN')4
('defenders', 'NOUN')4
('mostly', 'ADV')27
('small-town', 'NOUN')4
('buchanan', 'NOUN')1
('dumas', 'NOUN')1
('eligio', 'NOUN')1
('kika', 'NOUN')1
('de', 'NOUN')25
('la', 'NOUN')10
('garza', 'NOUN')1
('mission', 'NOUN')45
('f.', 'NOUN')29
('collins', 'NOUN')4
('newton', 'NOUN')6
('chapman', 'NOUN')4
('sulphur', 'NOUN')2
('springs', 'NOUN')12
('poor', 'ADJ')58
("boy's", 'NOUN')7
('peanut', 'NOUN')4
('serving', 'VERB')21
('reducing', 'VERB')17
('learning', 'VERB')25
('educational', 'ADJ')32
('methods', 'NOUN')83
('c.', 'NOUN')55
('grover', 'NOUN')4
('teaches', 'VERB')10
('history', 'NOUN')195
('24', 'NUM')34
('12', 'NUM')55
('semester', 'NOUN')3
('hours', 'NOUN')108
('so-called', 'ADJ')19
('teaching', 'VERB')28
('required', 'VERB')122
('junior', 'ADJ')48
('senior', 'ADJ')16
('high', 'ADJ')316
('normal', 'ADJ')91
('college', 'NOUN')126
('30', 'NUM')52
('junior-senior', 'ADJ')1
('high', 'NOUN')8
('teachers', 'NOUN')23
('least', 'ADJ')222
('credit', 'VERB')2
('subject', 'NOUN')73
('remainder', 'NOUN')12
('4-year', 'ADJ')2
('subjects', 'NOUN')22
('person', 'NOUN')113
("master's", 'NOUN')5
('degree', 'NOUN')79
('physics', 'NOUN')18
('chemistry', 'NOUN')12
('math', 'NOUN')1
('english', 'NOUN')54
('permitted', 'VERB')36
('teach', 'VERB')24
('fifty-three', 'NUM')2
('150', 'NUM')5
('immediately', 'ADV')70
('joined', 'VERB')34
('co-signers', 'NOUN')1
('sp.', 'NOUN')2
('regents', 'NOUN')1
('named', 'VERB')62
('dr.', 'NOUN')113
('clarence', 'NOUN')5
('clark', 'NOUN')27
('hays', 'NOUN')6
('kan.', 'NOUN')3
("school's", 'NOUN')2
('president', 'NOUN')251
('succeed', 'VERB')10
('mclemore', 'NOUN')1
('retire', 'VERB')4
('close', 'NOUN')10
('holds', 'VERB')26
('earned', 'VERB')13
('university', 'NOUN')134
('oklahoma', 'NOUN')6
('master', 'NOUN')38
('science', 'NOUN')76
('a', 'NOUN')63
('&', 'CONJ')79
('i', 'NOUN')1
('bachelor', 'NOUN')3
('southwestern', 'ADJ')1
('okla.', 'NOUN')1
('addition', 'NOUN')76
('rhode', 'NOUN')32
('island', 'NOUN')71
('massachusetts', 'NOUN')26
('institute', 'NOUN')31
('technology', 'NOUN')26
('captain', 'NOUN')32
('basketball', 'NOUN')5
('team', 'NOUN')62
('football', 'NOUN')26
('letterman', 'NOUN')1
('served', 'VERB')85
('athletic', 'ADJ')9
('raymondville', 'NOUN')1
('instructor', 'NOUN')6
('associate', 'ADJ')2
('professor', 'NOUN')37
('border', 'NOUN')16
('patrolman', 'NOUN')9
('signal', 'NOUN')33
('corps', 'NOUN')35
('army', 'NOUN')91
('denton', 'NOUN')2
('principals', 'NOUN')2
('independent', 'ADJ')31
('re-elected', 'VERB')2
('1961-62', 'NUM')2
('upon', 'IN')268
('recommendation', 'NOUN')5
('supt.', 'NOUN')2
('chester', 'NOUN')8
('o.', 'NOUN')20
('strickland', 'NOUN')1
('racial', 'ADJ')16
('discrimination', 'NOUN')15
('employment', 'NOUN')27
('called', 'VERB')253
('yesterday', 'NOUN')62
('ribbon', 'NOUN')10
('dependent', 'ADJ')27
('program', 'VERB')5
('culminating', 'VERB')2
('adc', 'NOUN')8
('cook', 'NOUN')27
('york', 'NOUN')182
('consulting', 'VERB')8
('firm', 'NOUN')35
('10', 'NUM')86
('range', 'NOUN')108
('soaring', 'VERB')4
('case', 'NOUN')229
('load', 'NOUN')37
('serious', 'ADJ')70
('causes', 'NOUN')14
('family', 'NOUN')222
('breakdown', 'NOUN')10
('desertion', 'NOUN')2
('dependency', 'NOUN')2
('solve', 'VERB')11
('monthly', 'ADJ')13
('100,000', 'NUM')6
('recipients', 'NOUN')4
('4.4', 'NUM')1
('virgil', 'NOUN')2
('martin', 'NOUN')20
('carson', 'NOUN')2
('pirie', 'NOUN')1
('co.', 'NOUN')19
('problems', 'NOUN')141
('forced', 'VERB')48
('depend', 'VERB')29
('subsistence', 'NOUN')7
('volume', 'NOUN')73
('cases', 'NOUN')93
('decrease', 'VERB')8
('community', 'NOUN')174
('able', 'ADJ')130
('deal', 'VERB')28
('effectively', 'ADV')16
('relatively', 'ADV')50
('limited', 'VERB')79
('skills', 'NOUN')20
('because', 'ADV')116
('color', 'NOUN')99
('principal', 'ADJ')47
('underlying', 'VERB')13
('breakups', 'NOUN')1
('calls', 'VERB')26
('extension', 'NOUN')25
('living', 'VERB')111
('relatives', 'NOUN')13
('parents', 'NOUN')59
('preserving', 'VERB')6
('unity', 'NOUN')50
('projects', 'NOUN')38
('as', 'ADV')704
('prevention', 'NOUN')8
('illegitimacy', 'NOUN')1
('defendants', 'NOUN')10
('summerdale', 'NOUN')2
('burglary', 'NOUN')4
('trial', 'NOUN')66
('indicating', 'VERB')11
('guilt', 'NOUN')18
('arrest', 'NOUN')9
('parsons', 'NOUN')5
('criminal', 'ADJ')10
('disclosure', 'NOUN')2
('bellows', 'NOUN')6
('defense', 'NOUN')103
('counsel', 'NOUN')7
('startled', 'VERB')15
('observers', 'NOUN')16
('viewed', 'VERB')17
('prelude', 'NOUN')2
('quarrel', 'NOUN')6
('six', 'NUM')130
('eight', 'NUM')67
('policemen', 'NOUN')10
('grant', 'VERB')11
('client', 'NOUN')10
('alan', 'NOUN')2
('clements', 'NOUN')2
('separate', 'ADJ')52
('request', 'NOUN')32
('all-woman', 'ADJ')1
('out', 'IN')276
('courtroom', 'NOUN')2
('fears', 'VERB')1
('prejudicial', 'ADJ')3
('aspects', 'NOUN')46
('highly', 'ADV')54
('strongly', 'ADV')24
('indicated', 'VERB')72
('knew', 'VERB')239
('receiving', 'VERB')20
('stolen', 'VERB')14
('involving', 'VERB')23
('themselves', 'PRON')176
('others', 'NOUN')203
('leaned', 'VERB')26
('over', 'IN')534
('bench', 'NOUN')27
('inquired', 'VERB')10
('mean', 'VERB')105
('admitting', 'VERB')5
('?', 'PERIOD')2816
('yes', 'ADV')86
('your', 'DET')554
('honor', 'NOUN')28
('replied', 'VERB')36
('amounts', 'VERB')11
('true', 'ADJ')148
('free-for-all', 'ADJ')1
('conflict', 'NOUN')34
('july', 'NOUN')34
('kennedy', 'NOUN')95
('today', 'NOUN')191
('pushed', 'VERB')33
('white', 'ADJ')214
('business', 'NOUN')242
('devote', 'VERB')8
('attention', 'NOUN')114
('working', 'VERB')97
('berlin', 'NOUN')55
('crisis', 'NOUN')49
('address', 'NOUN')45
('deliver', 'VERB')9
('tomorrow', 'NOUN')35
('american', 'ADJ')351
('nationwide', 'ADJ')3
('television', 'NOUN')35
('radio', 'NOUN')90
('much', 'ADJ')322
('week-end', 'NOUN')3
('summer', 'NOUN')87
('cape', 'NOUN')14
('cod', 'NOUN')5
('writing', 'VERB')35
('drafts', 'NOUN')2
('portions', 'NOUN')10
('help', 'NOUN')65
('aids', 'NOUN')14
('whom', 'PRON')75
('talked', 'VERB')35
('executive', 'NOUN')30
('returned', 'VERB')67
('midmorning', 'NOUN')1
('hyannis', 'NOUN')2
('port', 'NOUN')13
('mass.', 'NOUN')7
('spokesman', 'NOUN')8
('text', 'NOUN')52
('quite', 'DET')24
('way', 'NOUN')553
('completion', 'NOUN')46
('decisions', 'NOUN')31
('pierre', 'NOUN')12
('salinger', 'NOUN')3
('press', 'NOUN')44
('secretary', 'NOUN')103
('say', 'VERB')307
("it's", 'PRON')216
('thru', 'IN')13
('advisers', 'NOUN')8
('staff', 'NOUN')80
('doing', 'VERB')106
('involved', 'VERB')89
('composition', 'NOUN')19
('wording', 'VERB')1
('rather', 'IN')75
('minute', 'NOUN')24
('meet', 'VERB')87
('latest', 'ADJ')26
('precipitated', 'VERB')3
("russia's", 'NOUN')7
('demands', 'NOUN')26
('nov.', 'NOUN')15
('dismissed', 'VERB')8
('acting', 'VERB')31
('karns', 'NOUN')7
('prosecution', 'NOUN')4
('obtained', 'VERB')76
('unfair', 'ADJ')5
('fundamentally', 'ADV')7
('illegal', 'ADJ')6
('matter', 'NOUN')180
('even', 'ADV')712
('significance', 'NOUN')42
('than', 'CONJ')834
('innocence', 'NOUN')20
('50', 'NUM')29
('legal', 'ADJ')41
('rights', 'NOUN')46
("karns'", 'NOUN')1
('ruling', 'NOUN')8
('pertained', 'VERB')1
('ruled', 'VERB')17
('unable', 'ADJ')36
('contempt', 'NOUN')10
('proceedings', 'NOUN')9
('originally', 'ADV')12
('677', 'NUM')1
('133', 'NUM')4
('morris', 'NOUN')9
('wexler', 'NOUN')6
('prosecutor', 'NOUN')8
('subpoenas', 'NOUN')1
('admitted', 'VERB')25
('earlier', 'ADJ')48
('hearings', 'NOUN')2
('subpenas', 'NOUN')1
('about', 'ADV')360
('200', 'NUM')26
('questioned', 'VERB')22
('individuals', 'NOUN')49
('building', 'NOUN')71
('mayer', 'NOUN')4
('goldberg', 'NOUN')9
('judges', 'NOUN')16
('58th', 'ADJ')2
('precinct', 'NOUN')7
('23d', 'ADJ')4
('ward', 'NOUN')21
('procedure', 'NOUN')36
('constituted', 'VERB')7
('intimidation', 'NOUN')3
('repeatedly', 'ADV')15
('coercion', 'NOUN')3
('used', 'VERB')364
('questioning', 'VERB')10
('wrongful', 'ADJ')1
('privately', 'ADV')8
('outside', 'IN')60
('room', 'NOUN')228
('misuse', 'NOUN')1
('processes', 'NOUN')33
('actually', 'ADV')105
('abuse', 'NOUN')6
('process', 'NOUN')114
('altho', 'CONJ')2
('vindication', 'NOUN')3
('that', 'DET')1422
('function', 'NOUN')65
('east', 'ADJ')63
('st.', 'NOUN')83
('sitting', 'VERB')69
('faced', 'VERB')30
('35', 'NUM')9
('complementary', 'ADJ')2
('miscount', 'NOUN')1
('33d', 'ADJ')1
('24th', 'ADJ')5
('42d', 'ADJ')1
('31st', 'ADJ')2
('21st', 'ADJ')1
('28th', 'ADJ')4
('29th', 'ADJ')4
('18th', 'ADJ')3
('4th', 'ADJ')6
('9th', 'ADJ')1
('advisement', 'NOUN')2
('claims', 'VERB')9
('precedent', 'NOUN')3
('reading', 'VERB')49
('statement', 'NOUN')78
('discharging', 'VERB')2
('subpenaed', 'VERB')1
('dismiss', 'VERB')3
('9', 'NUM')34
('mammoth', 'ADJ')4
('care', 'NOUN')60
('whereby', 'ADV')14
('social', 'ADJ')266
('security', 'NOUN')60
('70', 'NUM')14
('workers', 'NOUN')47
('raised', 'VERB')63
('14.2', 'NUM')1
('americans', 'NOUN')56
('covered', 'VERB')63
('railroad', 'NOUN')42
('retirement', 'NOUN')18
('programs', 'NOUN')90
('message', 'NOUN')44
('tied', 'VERB')31
('in', 'PART')301
('aged', 'VERB')13
('requests', 'NOUN')9
('grants', 'NOUN')17
('finance', 'VERB')9
('dental', 'ADJ')12
('scholarships', 'NOUN')5
('build', 'VERB')61
('20', 'NUM')59
('expand', 'VERB')8
('capitol', 'NOUN')11
('hill', 'NOUN')45
('$37', 'NOUN')3
('financed', 'VERB')11
('boosting', 'VERB')2
('payroll', 'NOUN')11
('worker', 'NOUN')23
('employer', 'NOUN')6
('$4,800', 'NOUN')1
('alone', 'ADV')124
('boost', 'VERB')3
('base', 'NOUN')63
('$5,000', 'NOUN')4
('6.5', 'NUM')1
('3.25', 'NUM')1
('boosts', 'NOUN')1
('imposed', 'VERB')15
('those', 'DET')498
('rise', 'VERB')33
('7.5', 'NUM')2
('starting', 'VERB')44
('1963', 'NUM')6
('levy', 'NOUN')2
('already', 'ADV')153
('outlays', 'NOUN')1
('boost', 'NOUN')8
('1.5', 'NUM')8
('billion', 'NUM')30
('benefits', 'NOUN')25
('figures', 'NOUN')71
('higher', 'ADV')10
('later', 'ADJ')28
('parts', 'NOUN')68
('entail', 'VERB')5
('750', 'NUM')3
('nursing', 'VERB')13
('carries', 'VERB')16
('systems', 'NOUN')96
('full', 'ADJ')135
('payment', 'NOUN')45
('stays', 'NOUN')2
('up', 'IN')122
('90', 'NUM')6
('illness', 'NOUN')15
('patient', 'NOUN')69
('nine', 'NUM')40
('180', 'NUM')6
('following', 'VERB')105
('discharge', 'NOUN')9
('300', 'NUM')16
('paid-for', 'ADJ')1
('formula', 'NOUN')22
('allowing', 'VERB')24
('use', 'VERB')151
('only', 'ADJ')241
('part', 'NOUN')318
('hospital-care', 'NOUN')1
('credit', 'NOUN')49
('outpatient', 'NOUN')1
('clinic', 'NOUN')3
('diagnostic', 'NOUN')2
('service', 'NOUN')203
('excess', 'NOUN')14
('$20', 'NOUN')6
('visiting', 'VERB')25
('nurse', 'NOUN')10
('240', 'NUM')2
('noted', 'VERB')60
('states', 'NOUN')392
('needy', 'ADJ')5
('modest', 'ADJ')22
('wish', 'NOUN')14
('staggered', 'VERB')7
('drain', 'NOUN')3
('caused', 'VERB')47
('extended', 'VERB')29
('stay', 'NOUN')10
('cut', 'VERB')104
('absolutely', 'ADV')21
('essential', 'ADJ')54
('sufficient', 'ADJ')30
('deductible', 'ADJ')3
('requirements', 'NOUN')63
('discourage', 'VERB')6
('malingering', 'NOUN')1
('unnecessary', 'ADJ')11
('overcrowding', 'NOUN')1
('hospitals', 'NOUN')16
('socialized', 'VERB')2
('medicine', 'NOUN')21
('prepayment', 'NOUN')1
('absolute', 'ADJ')22
('freedom', 'NOUN')73
('guaranteed', 'VERB')7
('choose', 'VERB')26
("wouldn't", 'MODAL')76
('doctors', 'NOUN')21
('apart', 'ADV')39
("president's", 'NOUN')24
('ambitious', 'ADJ')10
('enlarge', 'VERB')6
("nation's", 'NOUN')21
('92', 'NUM')3
('47', 'NUM')5
('handle', 'VERB')19
('student', 'NOUN')64
('needed', 'VERB')120
('rising', 'VERB')38
('moreover', 'ADV')61
('qualified', 'VERB')19
('young', 'ADJ')237
('going', 'VERB')229
('dentistry', 'NOUN')1
("can't", 'MODAL')98
('afford', 'VERB')25
('schooling', 'VERB')1
('contributions', 'NOUN')16
('scholarship', 'NOUN')25
('equal', 'ADJ')52
('$1,500', 'NOUN')4
('one-fourth', 'NOUN')5
('based', 'VERB')72
('$2,000', 'NOUN')4
('government', 'NOUN')264
('grant', 'NOUN')26
('cost', 'VERB')31
('5.1', 'NUM')1
('21', 'NUM')34
('1966', 'NUM')3
('matching', 'VERB')20
('totaling', 'VERB')3
('700', 'NUM')5
('constructing', 'VERB')7
('enlarging', 'VERB')1
('capacity', 'NOUN')52
('existing', 'VERB')37
('area', 'NOUN')216
('doubling', 'VERB')5
('dollar', 'NOUN')36
('initial', 'ADJ')38
('appropriation', 'NOUN')4
('stimulatory', 'ADJ')1
('improve', 'VERB')26
('unspecified', 'ADJ')3
('sum', 'NOUN')26
('experimental', 'ADJ')20
('field', 'NOUN')174
("children's", 'NOUN')15
('bureau', 'NOUN')22
('national', 'ADJ')256
('asks', 'VERB')12
('vocational', 'ADJ')42
('rehabilitation', 'NOUN')19
('how', 'ADV')379
('building', 'VERB')29
('facilities', 'NOUN')66
('propose', 'VERB')8
('increasing', 'VERB')47
('540', 'NUM')2
('direct', 'ADJ')59
('combine', 'VERB')14
('indispensable', 'ADJ')10
('elements', 'NOUN')73
('sound', 'ADJ')30
('knowledge', 'NOUN')97
('reaction', 'NOUN')44
('along', 'IN')126
('lines', 'NOUN')141
('placing', 'VERB')14
('aged-care', 'NOUN')1
('criticized', 'VERB')8
('backed', 'VERB')14
('hailed', 'VERB')6
('republican', 'NOUN')14
('leader', 'NOUN')49
('dirksen', 'NOUN')2
('ill.', 'NOUN')10
('halleck', 'NOUN')2
('ind.', 'NOUN')1
('persuade', 'VERB')12
('change', 'VERB')52
('compulsory', 'ADJ')3
('voluntary', 'ADJ')7
('enacted', 'VERB')8
('rayburn', 'NOUN')33
('tex.', 'NOUN')6
('mighty', 'ADV')9
('fine', 'ADJ')100
('thing', 'NOUN')213
('prediction', 'NOUN')5
('fate', 'NOUN')18
('hastily', 'ADV')12
('pressure', 'NOUN')131
('tonight', 'NOUN')24
('confirmed', 'VERB')13
('weaver', 'NOUN')3
('housing', 'VERB')18
('chief', 'NOUN')34
('11', 'NUM')34
('floor', 'NOUN')90
('record', 'NOUN')82
('scattered', 'VERB')15
('ayes', 'NOUN')1
('noes', 'NOUN')1
('customary', 'ADJ')6
('ignored', 'VERB')21
('speed', 'VERB')4
('negro', 'NOUN')63
('administrator', 'NOUN')13
('finance', 'NOUN')4
('presidential', 'ADJ')23
('appointments', 'NOUN')5
('cabinet', 'NOUN')11
('rank', 'NOUN')9
('immediate', 'ADJ')50
('rule', 'NOUN')44
('requiring', 'VERB')10
('hour', 'NOUN')90
('enforce', 'VERB')8
('demand', 'NOUN')55
('wayne', 'NOUN')6
('morse', 'NOUN')24
('ore.', 'NOUN')3
('connection', 'NOUN')46
("eisenhower's", 'NOUN')7
('selections', 'NOUN')14
('1953', 'NUM')13
("kennedy's", 'NOUN')21
('oslo', 'NOUN')5
('positive', 'ADJ')47
('element', 'NOUN')37
('emerge', 'VERB')13
('north', 'ADJ')67
('atlantic', 'NOUN')7
('treaty', 'NOUN')17
('organization', 'NOUN')83
('foreign', 'ADJ')92
('ministers', 'NOUN')8
('freer', 'ADJ')1
('franker', 'ADJ')1
('wider', 'ADJ')11
('discussions', 'NOUN')14
('animated', 'VERB')2
('much', 'ADV')288
('better', 'ADJ')151
('mutual', 'ADJ')17
('understanding', 'NOUN')54
('past', 'ADJ')65
('meetings', 'NOUN')12
('very', 'ADJ')56
('nature', 'NOUN')122
('proceed', 'VERB')11
('route', 'NOUN')22
('step', 'NOUN')63
('dramatic', 'ADJ')43
('changes', 'NOUN')72
('met', 'VERB')80
('climate', 'NOUN')15
('candor', 'NOUN')2
('genuine', 'ADJ')19
('attempt', 'NOUN')43
('understanding', 'VERB')24
('one', 'PRON')365
("another's", 'DET')4
('atmosphere', 'NOUN')58
('particularly', 'ADV')92
('noticeable', 'ADJ')5
('concerned', 'VERB')80
('colonialist', 'NOUN')1
('powers', 'NOUN')40
('never', 'ADV')420
('nightmare', 'NOUN')5
('clash', 'NOUN')2
('africa', 'NOUN')29
('exacerbated', 'VERB')1
('difficulties', 'NOUN')27
('tragedies', 'NOUN')6
('facing', 'VERB')23
('allies', 'NOUN')20
('intellectually', 'ADV')3
('emotionally', 'ADV')9
('disapprove', 'VERB')2
('circumstances', 'NOUN')52
('troubles', 'NOUN')14
('about', 'PART')9
('conspicuous', 'ADJ')3
('absence', 'NOUN')39
('explosion', 'NOUN')14
('avoided', 'VERB')13
('portugal', 'NOUN')3
('few', 'ADJ')345
('weeks', 'NOUN')80
('ago', 'ADV')150
('rumored', 'VERB')2
('walk', 'VERB')50
('nato', 'NOUN')23
('critics', 'NOUN')14
('angola', 'NOUN')3
('policy', 'NOUN')112
('prove', 'VERB')38
('harsh', 'ADJ')8
('relaxation', 'NOUN')4
('tension', 'NOUN')31
('remarkably', 'ADV')14
('courteous', 'ADJ')4
('explanation', 'NOUN')30
('basic', 'ADJ')117
('positions', 'NOUN')32
('unchanged', 'ADJ')7
('bitter', 'ADJ')33
('surprises', 'NOUN')3
('un', 'NOUN')10
('assembly', 'NOUN')31
("members'", 'NOUN')2
('ad', 'IN')3
('hoc', 'DET')1
('discussed', 'VERB')47
('advance', 'NOUN')22
('canada', 'NOUN')23
('somewhat', 'ADV')85
('allied', 'VERB')21
('cars', 'NOUN')73
('track', 'NOUN')22
('behind', 'IN')128
('locomotive', 'NOUN')2
('norway', 'NOUN')1
('daily', 'ADJ')25
('manifestations', 'NOUN')6
('atomic', 'ADJ')39
('arms', 'NOUN')83
('heart', 'NOUN')88
('northernmost', 'ADJ')1
('alliance', 'NOUN')13
('closer', 'ADJ')13
('line', 'NOUN')162
('negative', 'ADJ')33
('side', 'NOUN')239
('balance', 'NOUN')47
('sheet', 'NOUN')28
('disappointment', 'NOUN')11
('united', 'VERB')305
('leadership', 'NOUN')41
('hoped', 'VERB')29
('diplomat', 'NOUN')3
('described', 'VERB')67
('tenor', 'NOUN')5
('dean', 'NOUN')28
("rusk's", 'NOUN')3
('speeches', 'NOUN')12
('inconclusive', 'ADJ')2
('hastened', 'VERB')4
('add', 'VERB')62
('always', 'ADV')284
('clear', 'ADJ')143
('mr.', 'NOUN')486
('analysis', 'NOUN')81
('various', 'ADJ')132
('global', 'ADJ')4
('danger', 'NOUN')53
('points', 'NOUN')103
('setbacks', 'NOUN')3
('west', 'NOUN')89
('firmly', 'ADV')29
('fixed', 'VERB')51
('exploratory', 'ADJ')4
('mood', 'NOUN')26
('vagueness', 'NOUN')2
('tactical', 'ADJ')6
('appreciation', 'NOUN')12
('semipublic', 'ADJ')1
('affair', 'NOUN')16
('fewer', 'ADJ')20
('soviet', 'NOUN')102
('correspondents', 'NOUN')2
('accredited', 'VERB')1
('impression', 'NOUN')29
('popularity', 'NOUN')10
('came', 'VERB')377
('tentative', 'ADJ')12
('frame', 'NOUN')30
('mind', 'NOUN')176
('more', 'ADV')786
('listen', 'VERB')27
('learn', 'VERB')49
('enunciate', 'VERB')1
('firm', 'ADJ')36
('scale', 'NOUN')35
('detailed', 'VERB')39
('application', 'NOUN')40
('individual', 'ADJ')109
('spots', 'NOUN')24
('speech', 'NOUN')34
('gave', 'VERB')173
('tremendous', 'ADJ')24
('events', 'NOUN')57
('inside', 'IN')52
('preoccupied', 'VERB')7
('months', 'NOUN')112
('core', 'NOUN')34
('reiterated', 'VERB')1
("states'", 'NOUN')8
('profound', 'ADJ')18
('attachment', 'NOUN')2
('cornerstone', 'NOUN')1
('nuclear', 'ADJ')98
('submarines', 'NOUN')19
('eventually', 'ADV')31
("nato's", 'NOUN')1
('disposal', 'NOUN')13
('european', 'ADJ')42
('waters', 'NOUN')28
('solemnly', 'ADV')8
('repeated', 'VERB')32
('warning', 'NOUN')12
('union', 'NOUN')118
('stand', 'VERB')64
('setback', 'NOUN')2
('affirmation', 'NOUN')4
('once', 'ADV')249
('again', 'ADV')344
('whole', 'NOUN')30
('surveyed', 'VERB')6
("secretary's", 'NOUN')3
('greatest', 'ADJ')49
('achievement', 'NOUN')28
('perhaps', 'ADV')204
('rekindling', 'NOUN')1
('realization', 'NOUN')17
('east-west', 'ADJ')7
